7H,16726,WMO,7188,OME,3615,Y,0,PAG,62 
7H,16726,WTK,6725,KVL,6719,Y,0,CNC,43 
7H,16726,WTL,7099,BET,3599,Y,0,CNA,41 
7H,16726,WWT,8203,BET,3599,Y,0,CNA CNC,95 
7I,18944,AUA,2895,MIA,3576,,0,M83,1133 
7I,18944,CLT,3876,CUR,2897,,0,M83,1754 
7I,18944,CUR,2897,CLT,3876,,0,M83,1754 
7I,18944,CUR,2897,MIA,3576,,0,M83,1192 
7I,18944,MIA,3576,AUA,2895,,0,M83,1133 
7I,18944,MIA,3576,CUR,2897,,0,M83,1192 
7S,\N,ANI,5967,HCR,5962,,0,CNA,43 
7S,\N,ANI,5967,KLG,5964,,0,CNA,27 
7S,\N,ANV,6713,KGX,7219,,0,CNA,17 
7S,\N,HCR,5962,ANV,6713,,0,CNA,34 
7S,\N,KGX,7219,SHX,7090,,0,CNA,21 
7S,\N,KLG,5964,RSH,7098,,0,CNA,36 
7S,\N,RSH,7098,ANI,5967,,0,,60 
7S,\N,SHX,7090,ANI,5967,,0,,77 
8D,1109,ADQ,3531,AKK,7160,,0,CNA,85 
8D,1109,ADQ,3531,KOZ,7164,,0,CNA,13 
8D,1109,ADQ,3531,OLH,7163,,0,CNA,47 
8D,1109,ADQ,3531,ORI,7165,,0,CNA,16 
8D,1109,AKK,7160,ADQ,3531,,0,CNA,85 
8D,1109,KOZ,7164,ADQ,3531,,0,CNA,13 
8D,1109,OLH,7163,ADQ,3531,,0,CNA,47 
8D,1109,ORI,7165,ADQ,3531,,0,CNA,16 
8E,1472,ABL,7177,OTZ,3693,,0,CNC,130 
8E,1472,ABL,7177,SHG,7117,,0,CNC,23 
8E,1472,BKC,7178,DRG,6755,,0,CNC,46 
8E,1472,BKC,7178,OTZ,3693,,0,CNC,74 
8E,1472,DRG,6755,BKC,7178,,0,CNC,46 
8E,1472,DRG,6755,OTZ,3693,,0,CNC,57 
8E,1472,ELI,7184,GLV,7185,,0,PA2,22 
8E,1472,ELI,7184,KKA,7190,,0,CNC,40 
8E,1472,ELI,7184,OME,3615,,0,CNC,95 
8E,1472,GAM,6715,OME,3615,,0,BE1,197 
8E,1472,GAM,6715,SVA,6724,,0,BE1,38 
8E,1472,GLV,7185,ELI,7184,,0,CNC,22 
8E,1472,GLV,7185,WMO,7188,,0,PA2,15 
8E,1472,IAN,7179,ORV,7181,,0,CNC,19 
8E,1472,IAN,7179,OTZ,3693,,0,CNC,59 
8E,1472,KKA,7190,OME,3615,,0,CNC,130 
8E,1472,KKA,7190,SKK,7192,,0,CNC,39 
8E,1472,KTS,7183,OME,3615,,0,CNC,64 
8E,1472,KTS,7183,WAA,7187,,0,CNC,51 
8E,1472,KVL,6719,OTZ,3693,,0,CNC,79 
